"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_S11","2002","Single year","470","427.508993354755","512.491006645244","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2003","Single year","522","477.220076994234","566.779923005766","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2004","Single year","493","449.481737183083","536.518262816916","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2005","Single year","515","470.521338906645","559.478661093354","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2006","Single year","524","479.134373713903","568.865626286097","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2007","Single year","495","451.393554189276","538.606445810723","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2008","Single year","518","473.391977525118","562.608022474881","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2009","Single year","512","467.65107762081","556.348922379189","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2010","Single year","534","488.708289828593","579.291710171406","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2011","Single year","494","450.437623372652","537.562376627347","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2012","Single year","550","504.034770191135","595.965229808865","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2013","Single year","513","468.607789252887","557.392210747113","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2014","Single year","508","463.82465528247","552.17534471753","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S11","2015","Single year","525","480.091583407289","569.90841659271","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2000","Single year","11.8829865313714","10.7938990490051","12.9720740137378","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2001","Single year","13.1355965586589","11.992494936054","14.2786981812638","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2002","Single year","11.9310146279735","10.8521587165996","13.0098705393475","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2003","Single year","12.9602502669017","11.8484513989183","14.072049134885","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2004","Single year","12.0287436370185","10.9668265601731","13.0906607138639","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2005","Single year","12.3894994264996","11.3190037253683","13.4599951276309","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2006","Single year","12.4321509665523","11.3666404693122","13.4976614637924","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2007","Single year","11.6835251391594","10.6523768561007","12.714673422218","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2008","Single year","12.0538625194433","11.0129447492005","13.094780289686","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2009","Single year","11.8651776056347","10.8332842546363","12.8970709566332","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2010","Single year","12.2371337469327","11.1940712175626","13.2801962763027","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2011","Single year","11.1851101211891","10.1930752215642","12.1771450208139","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2012","Single year","12.5296918833046","11.4759306538354","13.5834531127738","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2013","Single year","11.4634879307565","10.4626157714765","12.4643600900365","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2014","Single year","11.1840493097358","10.2004920702224","12.1676065492492","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_S12","2015","Single year","11.3118598014313","10.3325626514103","12.2911569514523","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Fatal"
"W_D13","2000","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2001","Single year","91","72.3031352178188","109.696864782181","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2002","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2003","Single year","96","76.7963532945787","115.203646705421","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2004","Single year","89","70.5097367503386","107.490263249661","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2005","Single year","83","65.1438783013328","100.856121698667","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2006","Single year","70","53.6017648068888","86.3982351931111","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2007","Single year","87","68.7186729857926","105.281327014207","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2008","Single year","99","79.4986045820121","118.501395417987","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2009","Single year","86","67.8240417424639","104.175958257536","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2010","Single year","65","49.1982651792558","80.8017348207441","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2011","Single year","98","78.5973464591045","117.402653540895","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2012","Single year","75","58.0262139888574","91.9737860111425","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2013","Single year","76","58.9134301168211","93.0865698831788","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2014","Single year","72","55.3691541078038","88.6308458921961","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2015","Single year","83","65.1438783013328","100.856121698667","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2016","Single year","78","60.6900667819271","95.3099332180728","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D13","2017","Single year","90","71.4061490308631","108.593850969136","Injuries","Number","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2000","Single year","2.5743923177118","2.06625362614696","3.08253100927665","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2001","Single year","2.33613432324643","1.85589041075056","2.81637823574231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2002","Single year","2.83215983453188","2.30756124202314","3.35675842704063","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2003","Single year","2.38349430195893","1.90670490092556","2.86028370299231","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2004","Single year","2.17442712991347","1.72262667389712","2.62622758592982","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2005","Single year","1.99548816190149","1.56598810998935","2.42498821381364","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2006","Single year","1.6490399379382","1.26234500483816","2.03573487103824","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2007","Single year","2.0310230923398","1.60363354257089","2.45841264210872","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2008","Single year","2.28133464342266","1.83060189555382","2.73206739129149","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2009","Single year","1.97423970223229","1.55526124031736","2.39321816414722","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2010","Single year","1.47140551447397","1.11251243598145","1.83029859296648","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2011","Single year","2.20838917589043","1.76860815428444","2.64817019749641","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2012","Single year","1.71167375663381","1.32192750231329","2.10142001095432","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2013","Single year","1.71440555964412","1.32571081827749","2.10310030101074","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2014","Single year","1.5756769669684","1.20843988543386","1.94291404850293","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2015","Single year","1.73434032842722","1.35570577511555","2.1129748817389","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2016","Single year","1.65889259418365","1.28579026216593","2.03199492620137","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_D14","2017","Single year","1.82855196960759","1.444679702207","2.21242423700818","Per 100,000 people","Age-standardised rate","Drowing","Provisional","Whole pop","All ages","Fatal"
"W_S13","2009","Single year","529","483.920828355578","574.079171644421","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2010","Single year","578","530.879269972111","625.120730027889","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2011","Single year","534","488.708289828593","579.291710171406","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2012","Single year","566","519.370978001754","612.629021998245","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2013","Single year","534","488.708289828593","579.291710171406","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2014","Single year","527","482.00612487787","571.993875122129","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2015","Single year","553","506.909580953913","599.090419046086","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2016","Single year","605","556.791260268288","653.208739731712","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S13","2017","Single year","645","595.223088290376","694.776911709624","Injuries","Number","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2009","Single year","12.2665816215577","11.2169105309283","13.3162527121871","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2010","Single year","13.2456509346731","12.1604631093438","14.3308387600024","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2011","Single year","12.0946359909861","11.0627766091225","13.1264953728496","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2012","Single year","12.8442714566146","11.7793840173735","13.9091588958557","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2013","Single year","11.950435221187","10.9278967631942","12.9729736791799","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2014","Single year","11.6346145194522","10.6300184323781","12.6392106065262","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2015","Single year","11.9284823619769","10.9221235980971","12.9348411258567","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2016","Single year","12.7031272535599","11.6767238662206","13.7295306408992","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_S14","2017","Single year","13.3082751738758","12.2659541937406","14.350596154011","Per 100,000 people","Age-standardised rate","Intentional self-harm","Provisional","Whole pop","All ages","Fatal"
"W_F11A","2000","Single year","252","220.886536309582","283.113463690417","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2001","Single year","290","256.623016043966","323.376983956033","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2002","Single year","305","270.770700557684","339.229299442315","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2003","Single year","337","301.019844044613","372.980155955386","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2004","Single year","356","319.019473500677","392.980526499322","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2005","Single year","330","294.395486089133","365.604513910866","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2006","Single year","382","343.692856155735","420.307143844264","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2007","Single year","422","381.737168227595","462.262831772404","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2008","Single year","475","432.283575292053","517.716424707947","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2009","Single year","454","412.238506916118","495.761493083882","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2010","Single year","526","481.04883383398","570.951166166019","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2011","Single year","493","449.481737183083","536.518262816916","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2012","Single year","517","472.43505626281","561.564943737189","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2013","Single year","478","435.148893639816","520.851106360183","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2014","Single year","543","497.328212870121","588.671787129878","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11A","2015","Single year","545","499.244180072057","590.755819927942","Injuries","Number","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2000","Single year","6.7438209436197","5.91055846008066","7.57708342715875","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2001","Single year","7.55573035226919","6.68584779686828","8.42561290767011","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2002","Single year","7.74105446682116","6.87222591812314","8.60988301551918","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2003","Single year","8.36705812250167","7.47374044850941","9.26037579649393","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2004","Single year","8.66068061352241","7.76095297565747","9.56040825138735","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2005","Single year","7.77589288676215","6.93670273667607","8.61508303684823","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2006","Single year","8.69491082255789","7.82236521735918","9.5674564277566","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2007","Single year","9.29642104627269","8.40818562686273","10.1846564656826","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2008","Single year","10.203291814282","9.28396653512791","11.1226170934361","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2009","Single year","9.48072855839518","8.6058021659367","10.3556549508536","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2010","Single year","10.6294167220425","9.71712486226502","11.5417085818201","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2011","Single year","9.68992499270125","8.83030879011386","10.5495411952886","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2012","Single year","9.8846654244447","9.02784247952264","10.7414883693667","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2013","Single year","8.93967557479724","8.13276196460193","9.74658918499255","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2014","Single year","9.78065108534102","8.95221302878835","10.6090891418937","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F12A","2015","Single year","9.54294154421423","8.73611883915215","10.3497642492763","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","All ages","Fatal"
"W_F11C","2000","Single year","194","166.700860614029","221.29913938597","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2001","Single year","225","195.600540231899","254.3994597681","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2002","Single year","235","204.954321061704","265.045678938295","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2003","Single year","266","234.033954790987","297.966045209012","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2004","Single year","260","228.396530358511","291.603469641488","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2005","Single year","247","216.1967480822","277.8032519178","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2006","Single year","303","268.883112353699","337.1168876463","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2007","Single year","343","306.700959027846","379.299040972153","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2008","Single year","375","337.04546064355","412.954539356449","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2009","Single year","360","322.812298061726","397.187701938273","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2010","Single year","426","385.546799167239","466.453200832761","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2011","Single year","399","359.84975007159","438.150249928409","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2012","Single year","429","388.40460821623","469.59539178377","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2013","Single year","401","361.751751795801","440.248248204198","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2014","Single year","443","401.747530285236","484.252469714763","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F11C","2015","Single year","464","421.781083708815","506.218916291184","Injuries","Number","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2000","Single year","96.6322126946737","83.0305185458718","110.233906843475","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2001","Single year","108.155702624942","94.0219376781772","122.289467571707","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2002","Single year","109.672748745041","95.6501672990898","123.695330190992","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2003","Single year","121.366975407218","106.781929457036","135.952021357399","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2004","Single year","116.005502651526","101.904058758292","130.106946544761","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2005","Single year","106.21847913019","92.970963013053","119.465995247328","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2006","Single year","125.55821391336","111.416528989693","139.699898837027","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2007","Single year","137.12361313681","122.601543312213","151.645682961406","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2008","Single year","145.999187239481","131.201148529709","160.797225949252","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2009","Single year","136.095456520687","122.002959644074","150.187953397299","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2010","Single year","155.501808700052","140.687434546523","170.316182853582","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2011","Single year","142.464995346682","128.425822986918","156.504167706446","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2012","Single year","148.804556266782","134.654734340179","162.954378193386","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2013","Single year","136.457802515438","123.031307600847","149.884297430029","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2014","Single year","144.384446170657","130.866579469321","157.902312871993","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_F12C","2015","Single year","147.726710776377","134.205897342104","161.247524210649","Per 100,000 people","Age-standardised rate","Falls","Validated","Whole pop","75+ years","Fatal"
"W_M13","2001","Single year","12.0021822149481","10.8807269126675","13.1236375172288","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2002","Single year","11.1345646437994","10.0722207975618","12.196908490037","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2003","Single year","11.889542316543","10.8088881020891","12.970196530997","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2004","Single year","10.8544461003477","9.83675719732942","11.872135003366","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2005","Single year","9.95575221238938","8.98614763210555","10.9253567926732","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2006","Single year","9.62343096234309","8.6695599579222","10.5773019667639","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2007","Single year","10.3490063015026","9.36741024517524","11.33060235783","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2008","Single year","8.9724680432645","8.05198969155094","9.89294639497807","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2009","Single year","9.69488188976378","8.7375941371447","10.6521696423828","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2010","Single year","9.45347119645495","8.50794452459767","10.3989978683122","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2011","Single year","7.24421209858103","6.41188745440946","8.07653674275259","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2012","Single year","7.92546583850931","7.05574966215352","8.79518201486511","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2013","Single year","6.21178772315969","5.44786779625779","6.9757076500616","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2014","Single year","6.80628272251309","6.01746790592885","7.59509753909732","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M13","2015","Single year","7.37253100597152","6.56601650092696","8.17904551101608","Per billion km","Rate per billion km","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2001","Single year","1.59604181629558","1.44691147270547","1.74517215988569","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2002","Single year","1.48202309497696","1.34062393252227","1.62342225743164","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2003","Single year","1.56677282535301","1.42436703615338","1.70917861455263","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2004","Single year","1.41505600156983","1.28238347488043","1.54772852825924","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2005","Single year","1.26391318757657","1.14081892110514","1.387007454048","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2006","Single year","1.19116164154869","1.07309412946306","1.30922915363432","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2007","Single year","1.27143726603469","1.15084232485409","1.3920322072153","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2008","Single year","1.07498886723858","0.96470661537043","1.18527111910672","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2009","Single year","1.16196870529259","1.0472341037625","1.27670330682267","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2010","Single year","1.1249480370682","1.01243186693375","1.23746420720266","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2011","Single year","0.85382112828794","0.75572124425395","0.95192101232193","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2012","Single year","0.92208417616837","0.82089750268872","1.02327084964802","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2013","Single year","0.71649200998575","0.6283784832061","0.8046055367654","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2014","Single year","0.77842192645818","0.68820663946852","0.86863721344783","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M14","2015","Single year","0.84170493233846","0.74962702363266","0.93378284104426","Per thousand registered vehicles","Rate per thousand registered vehicles","Motor vehicle traffic crashes","Validated","Whole pop","All ages","Fatal"
"W_M15","2000","Single year","462","419.872171012967","504.127828987032","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2001","Single year","455","413.192539380921","496.807460619078","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2002","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2003","Single year","461","418.917788599694","503.082211400305","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2004","Single year","435","394.121710077329","475.878289922671","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
"W_M15","2005","Single year","405","365.556485674053","444.443514325946","Injuries","Number","Motor vehicle traffic crashes","Provisional","Whole pop","All ages","Fatal"
